Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,98.47000122070312,97.37999725341797,97.62000274658203,98.33999633789062,828000,98.33999633789062
2020-01-03,98.16999816894531,97.2699966430664,97.2699966430664,97.70999908447266,503800,97.70999908447266
2020-01-06,98.05999755859375,96.76000213623047,97.4000015258789,97.69000244140625,686200,97.69000244140625
2020-01-07,98.05000305175781,97.22000122070312,97.75,97.54000091552734,781200,97.54000091552734
2020-01-08,98.02999877929688,96.95999908447266,97.47000122070312,97.0,1080000,97.0
2020-01-09,97.79000091552734,96.87999725341797,97.66999816894531,97.4000015258789,750100,97.4000015258789
2020-01-10,97.58000183105469,96.41000366210938,97.52999877929688,96.5,387800,96.5
2020-01-13,97.5999984741211,96.69999694824219,96.97000122070312,97.58999633789062,559500,97.58999633789062
2020-01-14,97.62000274658203,96.91000366210938,97.4000015258789,97.29000091552734,788800,97.29000091552734
2020-01-15,97.87000274658203,96.95999908447266,97.81999969482422,97.19000244140625,736400,97.19000244140625
2020-01-16,98.7300033569336,97.63999938964844,97.75,98.47000122070312,699800,98.47000122070312
2020-01-17,99.23999786376953,98.05999755859375,98.4000015258789,99.04000091552734,1855000,99.04000091552734
2020-01-21,101.1500015258789,98.95999908447266,99.1500015258789,100.58999633789062,1115200,100.58999633789062
2020-01-22,101.30999755859375,100.08000183105469,100.97000122070312,100.22000122070312,502800,100.22000122070312
2020-01-23,100.80999755859375,99.63999938964844,100.11000061035156,100.55999755859375,500200,100.55999755859375
2020-01-24,100.97000122070312,99.1500015258789,100.62000274658203,99.58999633789062,423400,99.58999633789062
2020-01-27,99.12000274658203,97.51000213623047,98.26000213623047,98.43000030517578,923700,98.43000030517578
2020-01-28,102.41999816894531,99.0199966430664,99.73999786376953,101.91999816894531,826100,101.91999816894531
2020-01-29,102.3499984741211,100.51000213623047,102.3499984741211,100.52999877929688,568100,100.52999877929688
2020-01-30,100.16999816894531,98.18000030517578,99.87000274658203,99.31999969482422,516500,99.31999969482422
2020-01-31,99.19999694824219,96.83999633789062,98.97000122070312,96.94999694824219,618600,96.94999694824219
2020-02-03,98.91000366210938,97.4000015258789,97.5199966430664,98.12000274658203,709000,98.12000274658203
2020-02-04,99.75,98.70999908447266,99.29000091552734,98.8499984741211,585300,98.8499984741211
2020-02-05,99.9800033569336,97.69999694824219,99.20999908447266,98.04000091552734,775800,98.04000091552734
2020-02-06,98.7300033569336,97.77999877929688,98.45999908447266,97.8499984741211,615500,97.8499984741211
2020-02-07,97.9800033569336,95.91999816894531,97.66999816894531,96.19999694824219,734400,96.19999694824219
